Track,Artist,Album,Year,Duration,Time_Signature,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Popularity
Disco Inferno,The Trammps,Disco Inferno, 1976,659000,4,0.799,0.632,10,-12.364,1,0.0332,0.0293,0.359,0.103,0.967,128.567,56
Hooked for Life,The Trammps,Where The Happy People Go, 1976,288640,4,0.79,0.55,5,-13.907,0,0.0311,0.424,0.0213,0.0791,0.899,108.039,12
Love Epidemic,The Trammps,Trammps, 1977,287960,4,0.775,0.853,4,-7.141,0,0.0431,0.284,0.0000146,0.405,0.756,120.769,27
Shout,The Trammps,Trammps, 1975,210933,4,0.75,0.836,5,-6.704,0,0.0999,0.219,0,0.149,0.859,127.62,25
Sixty Minute Man,The Trammps,The Legendary Zing Album, 1976,294533,4,0.468,0.783,6,-11.268,1,0.0629,0.258,0.333,0.0756,0.779,192.019,8
That's Where the Happy People Go,The Trammps,Where The Happy People Go, 1975,474266,4,0.696,0.714,5,-13.815,1,0.0502,0.0492,0.0152,0.299,0.395,123.067,23
The Night the Lights Went Out,The Trammps,The Trammps III, 1975,427160,4,0.644,0.703,0,-10.865,0,0.0587,0.173,0.000439,0.0609,0.631,121.187,31
Where Do We Go from Here?,The Trammps,Trammps, 1976,223493,4,0.781,0.805,2,-6.621,1,0.0934,0.428,0.000041,0.104,0.631,120.076,16
A Song For Donny,The Whispers,Best Slow Jams - Volume One, 1979,274733,4,0.477,0.412,10,-11.948,1,0.044,0.58,0,0.043,0.175,126.503,25
And the Beat Goes On - Radio Version,The Whispers,The Whispers: Greatest Hits, 1979,208666,4,0.805,0.624,11,-6.882,0,0.111,0.186,0.000938,0.0572,0.944,114.937,43
It's a Love Thing,The Whispers,Imagination, 1980,310179,4,0.786,0.711,5,-8.9,0,0.0837,0.114,0.00023,0.339,0.918,117.576,30
Keep On Lovin' Me,The Whispers,Love for Love, 1980,349133,4,0.815,0.513,0,-8.196,1,0.036,0.00024,0.458,0.0811,0.848,110.869,44
Lady,The Whispers,"Greatest Slow Jams, Vol. 1", 1980,301720,4,0.508,0.383,5,-8.346,1,0.0596,0.36,0.0000797,0.0684,0.745,68.188,42
Rock Steady,The Whispers,The Beat Goes On Live In Baltimore, 1987,478472,4,0.689,0.798,5,-10.279,0,0.0995,0.258,0.00000694,0.687,0.639,123.989,27
Rock Steady - Radio Edit,The Whispers,Just Gets Better With Time, 1987,243706,4,0.888,0.711,5,-11.477,0,0.0577,0.00808,0.00000248,0.0432,0.96,116.343,50
Seems Like I Gotta Do Wrong,The Whispers,"Greatest Slow Jams, Vol. 2", 1980,168165,4,0.389,0.405,0,-6.23,1,0.026,0.287,0.000258,0.107,0.213,83.632,21
Don't Leave Me This Way,Thelma Houston,The Best Of, 1976,217733,4,0.553,0.839,0,-5.844,0,0.116,0.153,0.00006,0.13,0.673,121.819,53
I'm Here Again,Thelma Houston,The Devil In Me, 1977,392666,4,0.522,0.701,10,-10.869,0,0.0944,0.214,0.000377,0.0811,0.646,122.41,11
I've Got The Music in Me,Thelma Houston,I've Got The Music In Me, 1977,164026,4,0.743,0.428,0,-14.668,1,0.107,0.256,0,0.103,0.789,125.117,27
If You Feel It,Thelma Houston,Never Gonna Be Another One, 1977,356120,4,0.856,0.546,2,-12.595,1,0.0701,0.121,0.0581,0.0633,0.942,119.761,23
Reachin' All Around My Love,Thelma Houston,Reachin' All Around, 1978,195613,4,0.643,0.596,5,-10.819,0,0.0483,0.203,0.0000106,0.086,0.864,117.186,1
"Saturday Night, Sunday Morning",Thelma Houston,Ready To Roll, 1979,235293,4,0.754,0.818,10,-7.099,1,0.0458,0.0565,0.000424,0.0979,0.877,110.501,37
Suspicious Minds,Thelma Houston,Breakwater Cat, 1976,253973,4,0.77,0.666,0,-12.169,1,0.0327,0.0114,0.000145,0.308,0.709,130.874,8
You Used To Hold Me So Tight,Thelma Houston,Qualifying Heat, 1978,346053,4,0.751,0.818,11,-8.358,0,0.0699,0.103,0.000529,0.358,0.719,111.485,26
Dance Little Lady Dance,Tina Charles,I Love To Love - The Best Of, 1976,187400,4,0.775,0.567,2,-10.207,1,0.0395,0.0116,0.0139,0.284,0.96,105.358,45
Disco Fever,Tina Charles,I Love To Love - The Best Of, 1976,249106,4,0.727,0.907,0,-7.667,1,0.149,0.394,0.000087,0.114,0.919,118.108,9
Dr Love,Tina Charles,I Love To Love - The Best Of, 1976,184293,4,0.683,0.725,2,-10.477,1,0.0352,0.228,0.00562,0.103,0.937,101.81,20
Fallin' In Love In Summertime,Tina Charles,I Love To Love - The Best Of, 1976,194973,4,0.729,0.687,7,-8.752,1,0.0873,0.135,0.0182,0.0375,0.969,178.133,28
Fallin' in Love with a Boy Like You,Tina Charles,The Very Best of Tina Charles, 1977,199000,4,0.76,0.441,1,-14.317,0,0.0689,0.25,0.0149,0.0181,0.96,173.939,15
Gonna Get Along Without You,Tina Charles,Rendezvous, 1976,197026,4,0.719,0.781,2,-8.969,1,0.0288,0.00846,0.688,0.247,0.859,122.955,17
I Love to Love (But My Baby Loves to Dance),Tina Charles,Forever FM Can You Feel the Force?, 1976,186133,4,0.666,0.623,4,-10.662,1,0.0327,0.00413,0.00046,0.0443,0.853,100.003,24
Love Bug / Sweets For My Sweet,Tina Charles,I Love To Love - The Best Of, 1976,415973,4,0.914,0.411,7,-11.163,1,0.0588,0.133,0.187,0.079,0.775,130.354,18
Love Me Like A lover,Tina Charles,Tina Charles - Greatest Hits, 1976,170000,4,0.83,0.678,7,-6.954,1,0.0437,0.0529,0.000159,0.0361,0.85,97.986,7
You Set My Heart On Fire - Part 1,Tina Charles,I Love To Love - The Best Of, 1977,192333,4,0.729,0.57,6,-11.338,0,0.0297,0.105,0.0154,0.062,0.971,103.517,38
Don't Say No,Tom Tom Club,Boom Boom Chi Boom Boom, 1981,262866,4,0.899,0.548,2,-11.997,1,0.0778,0.0668,0.125,0.0528,0.966,120.748,8
Genius of Love,Tom Tom Club,Tom Tom Club, 1981,334360,4,0.921,0.529,2,-11.974,1,0.0851,0.0845,0.000779,0.0478,0.724,102.941,56
Genius of Love - Long Version,Tom Tom Club,Tom Tom Club, 1981,446773,4,0.914,0.471,2,-13.128,1,0.0734,0.042,0.0096,0.0398,0.715,102.793,32
Under the Boardwalk,Tom Tom Club,Tom Tom Club, 1982,346640,4,0.966,0.569,9,-12.313,1,0.088,0.0344,0.363,0.0635,0.961,121.975,25
Wordy Rappinghood,Tom Tom Club,Tom Tom Club, 1981,387173,4,0.85,0.527,4,-14.764,0,0.0784,0.0461,0.481,0.454,0.957,122.032,32
"Hey Girl, Come & Get It",Van McCoy,The Hustle and the Best of Van McCoy, 1975,194741,4,0.794,0.907,11,-7.573,0,0.0644,0.576,0.00706,0.287,0.454,110.4,4
Love Is The Answer,Van McCoy,Love Is The Answer, 1975,200831,4,0.58,0.583,3,-9.755,0,0.032,0.302,0.881,0.228,0.842,116.079,16
Soul Cha Cha,Van McCoy,Rhythms Of The World, 1975,206455,4,0.713,0.844,11,-8.528,0,0.0919,0.219,0.000373,0.053,0.849,122.478,29
The Hustle - Original Mix,Van McCoy,Disco Baby, 1975,248222,4,0.599,0.927,0,-8.356,1,0.106,0.126,0.207,0.0441,0.791,110.32,52
Jackie Wilson Said (I'm in Heaven When You Smile),Van Morrison,Saint Dominic's Preview, 1972,180520,4,0.566,0.688,7,-7.507,1,0.071,0.441,0,0.0553,0.95,147.274,52
Common Thief,Vicki Sue Robinson,Never Gonna Let You Go (Expanded Edition), 1976,337586,4,0.638,0.901,5,-5.284,1,0.0497,0.121,0.00000735,0.148,0.874,117.699,17
Daylight,Vicki Sue Robinson,Vicki Sue Robinson (Expanded Edition), 1976,447680,4,0.634,0.95,9,-4.687,1,0.109,0.341,0.00000665,0.399,0.793,119.178,5
Hold Tight,Vicki Sue Robinson,Half and Half (Expanded Edition), 1976,326626,4,0.691,0.961,0,-3.914,1,0.0558,0.141,0.000147,0.598,0.833,123.459,6
Hope Your Feelings Are Like Mine,Vicki Sue Robinson,Movin On, 1976,339533,4,0.536,0.644,4,-5.456,0,0.0579,0.347,0.000458,0.105,0.625,158.424,7
Nighttime Fantasy,Vicki Sue Robinson,Half and Half (Expanded Edition), 1976,494933,4,0.666,0.938,5,-4.023,0,0.0671,0.169,0.00233,0.369,0.778,131.936,5
Turn the Beat Around,Vicki Sue Robinson,Never Gonna Let You Go (Expanded Edition), 1976,333826,4,0.708,0.94,7,-4.03,0,0.0593,0.162,0.00000562,0.305,0.869,131.072,43
When You're Lovin' Me,Vicki Sue Robinson,Never Gonna Let You Go (Expanded Edition), 1976,258306,4,0.639,0.888,0,-5.855,1,0.0495,0.231,0,0.293,0.709,119.766,7
Go West,Village People,Go West, 1979,251466,4,0.74,0.705,1,-11.647,1,0.0396,0.0316,0.0000238,0.0607,0.866,127.968,35
Hot Cop,Village People,Cruisin', 1978,379760,4,0.656,0.837,9,-10.483,1,0.0384,0.0285,0.00000562,0.0933,0.843,126.28,15
In The Navy,Village People,The Best Of Village People, 1979,225840,4,0.759,0.889,7,-10.592,0,0.0502,0.125,0,0.041,0.886,126.201,38
Macho Man,Village People,Macho Man, 1978,314800,4,0.745,0.593,5,-12.33,1,0.0439,0.0523,0,0.582,0.888,132.897,48
San Francisco (You've Got Me),Village People,The Very Best Of The Village People, 1977,205506,4,0.744,0.662,5,-10.87,1,0.0415,0.0348,0,0.0526,0.919,125.201,7
Sodom And Gomorrah,Village People,Macho Man, 1978,375213,4,0.714,0.567,1,-12.913,1,0.0349,0.0618,0,0.139,0.887,131.565,11
Y.M.C.A.,Village People,Cruisin', 1978,286666,4,0.75,0.785,6,-10.926,1,0.0591,0.0278,0,0.0601,0.752,126.361,63
Follow the Brightest Star,Voyage,One Step Higher, 1979,449633,4,0.589,0.88,0,-4.401,1,0.0279,0.00233,0.00517,0.225,0.606,127.438,2
From East to West,Voyage,Voyage, 1979,431333,4,0.685,0.85,9,-9.605,0,0.0311,0.000216,0.754,0.144,0.863,128.193,28
I Love You Dancer,Voyage,Voyage III, 1979,334983,4,0.753,0.921,10,-5.543,0,0.0626,0.423,0.495,0.37,0.841,115.509,20
I Surrender,Voyage,The Best of Voyage, 1979,273933,4,0.684,0.939,0,-4.249,1,0.0456,0.0248,0.00000877,0.417,0.826,110.72,1
Lady America,Voyage,"Twelve Inch Classics from the 70s, Vol. 2", 1979,407800,4,0.649,0.84,5,-7.713,1,0.0411,0.000681,0.00658,0.375,0.921,128.02,23
Let's Fly Away,Voyage,Fly Away, 1979,306818,4,0.709,0.854,8,-4.75,1,0.0348,0.0506,0.0000547,0.624,0.9,129.258,15
Scotch Machine,Voyage,Voyage, 1979,208200,4,0.633,0.901,10,-10.248,1,0.0325,0.000343,0.909,0.0533,0.862,129.173,20
Souvenirs,Voyage,Fly Away, 1979,390567,4,0.633,0.97,5,-4.153,1,0.038,0.000667,0.202,0.396,0.757,127.776,29
"Tahiti, Tahiti…",Voyage,Fly Away, 1979,299510,4,0.672,0.972,2,-4.929,1,0.139,0.00425,0.00000912,0.101,0.815,127.591,24
